,k,d_g,d_b,d_cdm,d_dmeff,d_ur,d_tot,phi,psi,mass,sigma,np
104,0.1572130269831,-0.05839117946795,-154.2441711485,-227.927113149,-227.9271088741,-0.05829429261295,-210.1846293448,0.04527476209586,0.04527476209586,0.077,1e-25,4
105,0.1624721109113,-0.055477764023,-153.5701358777,-232.0695169622,-232.0695126657,-0.05538587030328,-213.4738148077,0.04305454447775,0.04305454447775,0.077,1e-25,4
106,0.1679062195059,-0.0530343944965,-156.5681609413,-236.9224730332,-236.9224687151,-0.0529464983728,-217.9052390357,0.04114961681636,0.04114961681636,0.077,1e-25,4
107,0.1735215592257,-0.05103761128375,-163.6579269317,-242.6493861055,-242.6493817657,-0.05095279476846,-223.6767547913,0.03954988702102,0.03954988702102,0.077,1e-25,4
108,0.1793244334403,-0.04935978940412,-173.9994474584,-249.1616157053,-249.1616113437,-0.04927743589982,-230.587587809,0.03817577271276,0.03817577271276,0.077,1e-25,4
109,0.1853212618387,-0.04781124232118,-185.6159883806,-256.1427359171,-256.1427315338,-0.04773116079625,-238.0769617365,0.03690602949263,0.03690602949263,0.077,1e-25,4
110,0.1915186043438,-0.04618555719479,-195.83688906,-263.0526585656,-263.0526541605,-0.04610800110762,-245.2950518135,0.03560385204906,0.03560385204906,0.077,1e-25,4
111,0.1979231902264,-0.04433218305473,-202.2395417931,-269.3041609929,-269.3041565659,-0.04425771085562,-251.391291146,0.03416542166993,0.03416542166993,0.077,1e-25,4
112,0.2045419531355,-0.0422289515053,-203.7938277786,-274.5909495974,-274.5909451485,-0.04215814296575,-255.9576620107,0.03257115277546,0.03257115277546,0.077,1e-25,4
113,0.2113820727907,-0.03998815431134,-201.4950470306,-279.0576541134,-279.0576496426,-0.03992132341286,-259.2644880648,0.03089131825775,0.03089131825775,0.077,1e-25,4
114,0.2184510241392,-0.03779707942053,-198.1005380689,-283.2185593638,-283.218554871,-0.03773412070805,-262.153691029,0.02924673827002,0.02924673827002,0.077,1e-25,4
115,0.225756634859,-0.03583099418978,-196.9908913026,-287.721590312,-287.7215857972,-0.03577142150362,-265.6717377795,0.02775197045686,0.02775197045686,0.077,1e-25,4
116,0.2333071522061,-0.03418540824449,-200.6360670314,-293.1330428462,-293.1330383093,-0.03412854472173,-270.659283293,0.02647257367325,0.02647257367325,0.077,1e-25,4
117,0.2411113203738,-0.03283308006201,-209.2124374733,-299.6559958326,-299.6559912735,-0.03277833309454,-277.3095388651,0.02539561561342,0.02539561561342,0.077,1e-25,4
118,0.2491784697558,-0.03162768719689,-220.1712902752,-306.873264021,-306.8732594397,-0.03157479535396,-284.8919338156,0.02442800859507,0.02442800859507,0.077,1e-25,4
119,0.2575186198216,-0.03039062200587,-229.5099799398,-313.9552746762,-313.9552700726,-0.03033971074274,-292.116325875,0.02345132243844,0.02345132243844,0.077,1e-25,4
120,0.2661425977175,-0.02901831811407,-234.2111269958,-320.2055594378,-320.2055548118,-0.02896972185643,-297.9519262634,0.02239474322598,0.02239474322598,0.077,1e-25,4
121,0.2750621752533,-0.02753212863985,-234.2224477833,-325.4440801746,-325.4440755262,-0.02748611336937,-302.2433274432,0.02126784945164,0.02126784945164,0.077,1e-25,4
122,0.284290227642,-0.02606031536215,-232.7366550217,-330.2243783285,-330.2243736574,-0.0260168557399,-305.931035469,0.02015246664585,0.02015246664585,0.077,1e-25,4
123,0.2938409182814,-0.02474649651259,-234.08625023,-335.5339181971,-335.5339135033,-0.02470526080307,-310.484822893,0.01914451120345,0.01914451120345,0.077,1e-25,4
124,0.3037299150763,-0.02363148860816,-240.2709308833,-341.8913735989,-341.8913688822,-0.02359206948808,-316.6345827103,0.01827307147515,0.01827307147515,0.077,1e-25,4
125,0.3139746453704,-0.0226379696226,-249.3505327564,-348.9996858125,-348.9996810728,-0.02260013946763,-323.8409818494,0.0174892377999,0.0174892377999,0.077,1e-25,4
126,0.3245945986384,-0.02164476333129,-257.0746366391,-356.019100628,-356.0190958651,-0.02160855838712,-330.7677311597,0.01671354971351,0.01671354971351,0.077,1e-25,4
127,0.3356116888317,-0.02058624130442,-260.6375089609,-362.2268742346,-362.2268694483,-0.02055182759005,-336.394824405,0.0159002232989,0.0159002232989,0.077,1e-25,4
128,0.3470506919522,-0.01951016558565,-261.5123954767,-367.8512647261,-367.8512599161,-0.01947759424631,-341.1340010762,0.01507881453207,0.01507881453207,0.077,1e-25,4
129,0.3589397793903,-0.01850750288554,-263.768720467,-373.6947846293,-373.6947797953,-0.01847662460659,-346.2634325739,0.01430841105767,0.01430841105767,0.077,1e-25,4
130,0.3713111743434,-0.01761914295326,-269.7325011907,-380.3865924551,-380.3865875969,-0.01758972811454,-352.6532830342,0.01361757528799,0.01361757528799,0.077,1e-25,4
131,0.3842019680016,-0.01679098950325,-277.2334476677,-387.5334833325,-387.5334784497,-0.01676293153687,-359.6503699786,0.01297146911409,0.01297146911409,0.077,1e-25,4
132,0.3976551452949,-0.01595581449675,-282.6254932979,-394.3992789636,-394.3992740557,-0.01592915070444,-366.095448229,0.0123256231859,0.0123256231859,0.077,1e-25,4
133,0.4117208885985,-0.0151111887677,-285.5497434921,-400.817145263,-400.8171403296,-0.015085953388,-371.7971322229,0.01167691064476,0.01167691064476,0.077,1e-25,4
134,0.4264582545434,-0.01430781322779,-289.1842946679,-407.4027716362,-407.4027666767,-0.01428392687882,-377.7445869824,0.01105790558051,0.01105790558051,0.077,1e-25,4
135,0.44193735816,-0.01356446893593,-295.2108341259,-414.5419340745,-414.5419290883,-0.01354181458057,-384.5103481743,0.01048127776408,0.01048127776408,0.077,1e-25,4
136,0.4582422565474,-0.01285012771411,-301.5196787988,-421.9886785822,-421.9886735684,-0.01282865971554,-391.5710634991,0.009927683050173,0.009927683050173,0.077,1e-25,4
137,0.4754748117013,-0.01213622525527,-306.0764177434,-429.2377853199,-429.2377802776,-0.01211595517596,-398.2025600895,0.009377273024644,0.009377273024644,0.077,1e-25,4
138,0.493759946275,-0.01144202935254,-310.6495147193,-436.5533647318,-436.5533596601,-0.01142292239576,-404.8909866273,0.008841661826775,0.008841661826775,0.077,1e-25,4
139,0.5132529154734,-0.01078454588218,-316.8710281614,-444.4489425054,-444.4489374029,-0.01076653282291,-412.3059167827,0.008332670024403,0.008332670024403,0.077,1e-25,4
140,0.5341495508456,-0.01013986565331,-322.8312964083,-452.561194552,-452.5611894172,-0.01012292891332,-419.8584104635,0.007834378569035,0.007834378569035,0.077,1e-25,4
141,0.5567009681437,-0.009503513023409,-328.3007620827,-460.8306001483,-460.8305949794,-0.009487641353314,-427.464696027,0.007343171944334,0.007343171944334,0.077,1e-25,4
142,0.5812351068128,-0.008886166685085,-334.8285561852,-469.6486345917,-469.6486293863,-0.00887132472182,-435.6817474209,0.006865830147159,0.006865830147159,0.077,1e-25,4
143,0.6081889018991,-0.008276365889126,-341.4500971353,-478.9279051723,-478.9278999275,-0.008262542596306,-444.2908018185,0.006394663182322,0.006394663182322,0.077,1e-25,4
144,0.6381571986869,-0.007671670728817,-348.4005141535,-488.7764223464,-488.7764170586,-0.007658857621402,-453.4161881906,0.005927464757014,0.005927464757014,0.077,1e-25,4
145,0.6719680157595,-0.007070597163809,-356.0966533602,-499.4589757399,-499.4589704044,-0.007058787737503,-463.3383493567,0.005462963739226,0.005462963739226,0.077,1e-25,4
146,0.7107980430614,-0.006466674574255,-364.3898139103,-511.1182851268,-511.1182797369,-0.006455873884135,-474.1514631412,0.004996338964812,0.004996338964812,0.077,1e-25,4
147,0.7563432000599,-0.005856367479014,-373.6523095063,-524.0948102661,-524.0948048131,-0.005846586128695,-486.191141209,0.004524769351895,0.004524769351895,0.077,1e-25,4
148,0.8110382507288,-0.005235757584117,-384.1330015448,-538.7646855826,-538.764680054,-0.005227012745804,-499.8033692171,0.004045234435297,0.004045234435297,0.077,1e-25,4
149,0.8782180910137,-0.004604822791338,-396.1377081709,-555.5837188697,-555.5837132479,-0.004597131740398,-515.4080675891,0.003557735172415,0.003557735172415,0.077,1e-25,4
150,0.9618344028334,-0.003972812659406,-409.9566487583,-574.9433477254,-574.9433419859,-0.003966177193875,-533.3700651832,0.003069411821363,0.003069411821363,0.077,1e-25,4
151,1.065122976209,-0.003362945579843,-425.5680289626,-596.8154196037,-596.8154137142,-0.003357328719711,-553.662983223,0.002598203092391,0.002598203092391,0.077,1e-25,4
152,1.188861021489,-0.002806727147011,-442.5099722204,-620.5509702352,-620.5509641568,-0.002802039289583,-575.6849152923,0.002168451760223,0.002168451760223,0.077,1e-25,4
153,1.33197404218,-0.002325095938717,-460.152258167,-645.2713502616,-645.271343949,-0.002321212512178,-598.6201804827,0.00179633323721,0.00179633323721,0.077,1e-25,4
154,1.494067066756,-0.001920002280585,-478.1021966773,-670.4202651341,-670.4202585318,-0.001916795448916,-621.9533149306,0.001483353504111,0.001483353504111,0.077,1e-25,4
155,1.676302948959,-0.001582925469099,-496.1942771743,-695.7711550382,-695.7711480748,-0.00158028163205,-645.4735357714,0.001222926828101,0.001222926828101,0.077,1e-25,4
156,1.880835468917,-0.001303472379661,-514.3946421481,-721.2744092693,-721.2744018507,-0.001301295293051,-669.1350507428,0.00100702257883,0.00100702257883,0.077,1e-25,4
157,2.110331571097,-0.001072195007667,-532.6896730114,-746.9108109953,-746.910802997,-0.001070404207594,-692.9200450428,0.0008283402530017,0.0008283402530017,0.077,1e-25,4
158,2.367830942715,-0.0008810494711952,-551.0692294889,-772.6664929612,-772.6664842188,-0.0008795779287382,-716.8156153617,0.0006806645028962,0.0006806645028962,0.077,1e-25,4
159,2.656750013695,-0.0007232778233743,-569.5293780669,-798.5351962331,-798.5351865293,-0.0007220697964352,-740.8160358852,0.0005587737752133,0.0005587737752133,0.077,1e-25,4
160,2.980922543821,-0.0005932064192765,-588.0587160114,-824.5029517811,-824.5029408289,-0.0005922156425863,-764.9081273495,0.0004582842295561,0.0004582842295561,0.077,1e-25,4
161,3.344650105012,-0.0004860976897306,-606.6555666894,-850.5653089535,-850.5652963748,-0.0004852858101295,-789.0879891391,0.0003755355600417,0.0003755355600417,0.077,1e-25,4
162,3.752759141007,-0.0003979937483909,-625.3133000936,-876.714953687,-876.7149389832,-0.0003973290236756,-813.3486199462,0.000307469729824,0.000307469729824,0.077,1e-25,4
163,4.21066501076,-0.0003255947428135,-644.0221815305,-902.9379840439,-902.9379665588,-0.000325050942123,-837.677149992,0.0002515372446554,0.0002515372446554,0.077,1e-25,4
164,4.724443846956,-0.0002661641696337,-662.7872459707,-929.2420565969,-929.242035467,-0.0002657196326903,-862.0806171911,0.0002056238609546,0.0002056238609546,0.077,1e-25,4
165,5.300913182598,-0.0002174214093193,-681.5962408837,-955.6100210366,-955.6099951266,-0.000217058284923,-886.543107446,0.0001679675878463,0.0001679675878463,0.077,1e-25,4
166,5.947722415527,-0.0001774800893377,-700.4441861408,-982.0363829809,-982.0363507994,-0.0001771836770768,-911.0593611914,0.0001371110010701,0.0001371110010701,0.077,1e-25,4
167,6.673454311287,-0.0001447786774052,-719.3271127412,-1008.515541532,-1008.51550112,-0.0001445368848914,-935.6241858587,0.0001118477020583,0.0001118477020583,0.077,1e-25,4
168,7.487738891205,-0.0001180269922359,-738.2430692467,-1035.046799526,-1035.046748316,-0.0001178298820391,-960.236712223,9.118091194621e-05,9.118091194621e-05,0.077,1e-25,4
169,8.401381216927,-9.615943323015e-05,-757.1888177301,-1061.626918423,-1061.626853045,-9.599884770307e-05,-984.8937935065,7.428737721963e-05,7.428737721963e-05,0.077,1e-25,4
170,9.426504767018,-7.829716406035e-05,-776.1579871312,-1088.249107022,-1088.249023061,-7.816641342132e-05,-1009.58889541,6.04881343059e-05,6.04881343059e-05,0.077,1e-25,4
171,10.57671230816,-6.371674972144e-05,-795.1454930144,-1114.908523329,-1114.908415003,-6.361035248662e-05,-1034.317275884,4.922428339389e-05,4.922428339389e-05,0.077,1e-25,4
172,11.8672663956,-5.182334618506e-05,-814.1485476611,-1141.60466837,-1141.60452811,-5.173681440435e-05,-1059.078099434,4.003627011444e-05,4.003627011444e-05,0.077,1e-25,4
173,13.31529189798,-4.21278669853e-05,-833.1597484802,-1168.331444518,-1168.331262422,-4.205752959943e-05,-1083.865241257,3.254624667502e-05,3.254624667502e-05,0.077,1e-25,4
174,14.94000323395,-3.422922506231e-05,-852.1787796893,-1195.093841008,-1195.093604127,-3.417208092544e-05,-1108.682736239,2.644435064155e-05,2.644435064155e-05,0.077,1e-25,4
175,16.76295933582,-2.779790294975e-05,-871.1909481962,-1221.87815239,-1221.8778438,-2.775150128088e-05,-1133.517115795,2.147601524718e-05,2.147601524718e-05,0.077,1e-25,4
176,18.80834972351,-2.256430803242e-05,-890.1883625128,-1248.682476346,-1248.682073936,-2.252664834e-05,-1158.365613636,1.743296577123e-05,1.743296577123e-05,0.077,1e-25,4
177,21.10331548474,-1.830780560795e-05,-909.166567087,-1275.511673598,-1275.511148493,-1.82772559105e-05,-1183.231524633,1.414475245941e-05,1.414475245941e-05,0.077,1e-25,4
178,23.67830942083,-1.484772239413e-05,-928.1110860904,-1302.360376294,-1302.359690797,-1.482295247933e-05,-1208.108236878,1.147179727161e-05,1.147179727161e-05,0.077,1e-25,4
179,26.56750013685,-1.20364719713e-05,-947.0096255845,-1329.229776284,-1329.228881194,-1.201639812988e-05,-1232.994840839,9.300084103978e-06,9.300084103978e-06,0.077,1e-25,4
180,29.80922543821,-9.753338757436e-06,-965.8306251054,-1356.099722612,-1356.098553732,-9.737078904186e-06,-1257.870006807,7.536355498244e-06,7.536355498244e-06,0.077,1e-25,4
181,33.44650105012,-7.900123134757e-06,-984.5678469771,-1382.991887057,-1382.990360612,-7.886959200912e-06,-1282.750513438,6.104748957401e-06,6.104748957401e-06,0.077,1e-25,4
182,37.52759141006,-6.396419632722e-06,-1003.175989737,-1409.881871639,-1409.879878322,-6.385767845181e-06,-1307.609447679,4.943148515122e-06,4.943148515122e-06,0.077,1e-25,4
183,42.1066501076,-5.17691533724e-06,-1021.632526924,-1436.787778476,-1436.785175603,-5.168301010517e-06,-1332.458168048,4.001097998617e-06,4.001097998617e-06,0.077,1e-25,4
184,47.24443846956,-4.188276717496e-06,-1039.886393295,-1463.701584083,-1463.698185366,-4.181314244901e-06,-1357.282275868,3.237395645504e-06,3.237395645504e-06,0.077,1e-25,4
185,53.00913182598,-3.387063343849e-06,-1057.863110465,-1490.599681487,-1490.595243719,-3.381439672792e-06,-1382.05102764,2.618482480094e-06,2.618482480094e-06,0.077,1e-25,4
186,59.47722415527,-2.738009410888e-06,-1075.49149833,-1517.485236662,-1517.479442332,-2.733470389534e-06,-1406.756092779,2.117114717975e-06,2.117114717975e-06,0.077,1e-25,4
187,66.73454311287,-2.212424462291e-06,-1092.680972962,-1544.362081463,-1544.354516232,-2.208763856623e-06,-1431.386706452,1.711128230503e-06,1.711128230503e-06,0.077,1e-25,4
188,74.87738891205,-1.786959498067e-06,-1109.302859997,-1571.215882768,-1571.206006022,-1.784010069426e-06,-1455.91139207,1.382485258442e-06,1.382485258442e-06,0.077,1e-25,4
189,84.01381216927,-1.442664299422e-06,-1125.205290629,-1598.044166698,-1598.031272472,-1.44029045695e-06,-1480.304812802,1.116546207624e-06,1.116546207624e-06,0.077,1e-25,4
190,94.26504767018,-1.164143987974e-06,-1140.192177052,-1624.837947511,-1624.821112934,-1.162235849245e-06,-1504.529509218,9.014180309485e-07,9.014180309485e-07,0.077,1e-25,4
191,105.7671230816,-9.389035404283e-07,-1154.01650541,-1651.586003004,-1651.564020328,-9.373720865873e-07,-1528.538363363,7.27447825913e-07,7.27447825913e-07,0.077,1e-25,4
0,1.042057218184e-05,-1.589235243691e-05,-1.19193142028e-05,-1.191931462094e-05,-1.19193146148e-05,-1.589234463176e-05,-1.203261518462e-05,0.612177252815,0.5968461848031,0.022,2.8e-26,2
1,1.169207429241e-05,-2.000726362401e-05,-1.500552676472e-05,-1.500552742742e-05,-1.500552741769e-05,-2.000725125371e-05,-1.514816370451e-05,0.6121771839998,0.5968461444007,0.022,2.8e-26,2
2,1.311872312515e-05,-2.518761499352e-05,-1.889083652563e-05,-1.889083757595e-05,-1.889083756053e-05,-2.518759538793e-05,-1.907040491791e-05,0.6121770575381,0.5968460531014,0.022,2.8e-26,2
3,1.47194494433e-05,-3.170927060027e-05,-2.378215150624e-05,-2.378215317087e-05,-2.378215314645e-05,-3.170923952757e-05,-2.400821334185e-05,0.61217692897,0.5968459695957,0.022,2.8e-26,2
4,1.651549391254e-05,-3.991951707149e-05,-2.993995249341e-05,-2.993995513168e-05,-2.993995509296e-05,-3.991946782468e-05,-3.022454531831e-05,0.6121768047478,0.596845902791,0.022,2.8e-26,2
5,1.853068895179e-05,-5.025554811261e-05,-3.769215983356e-05,-3.769216401491e-05,-3.769216395356e-05,-5.025547006195e-05,-3.805043750981e-05,0.6121765921903,0.5968457610705,0.022,2.8e-26,2
6,2.079177497483e-05,-6.32677554697e-05,-4.745160706495e-05,-4.745161369197e-05,-4.745161359473e-05,-6.326763176818e-05,-4.790264645344e-05,0.6121763331195,0.5968455910618,0.022,2.8e-26,2
7,2.332875521946e-05,-7.964901679758e-05,-5.973801539477e-05,-5.973802589781e-05,-5.973802574368e-05,-7.96488207451e-05,-6.030583163905e-05,0.6121759916152,0.596845361056,0.022,2.8e-26,2
8,2.617529387212e-05,-0.0001002715893345,-7.520567754277e-05,-7.520569418942e-05,-7.520569394514e-05,-0.0001002712786128,-7.592050206099e-05,0.612175570192,0.596845083036,0.022,2.8e-26,2
9,2.93691627713e-05,-0.0001262335258324,-9.467829123747e-05,-9.467831762008e-05,-9.467831723292e-05,-0.0001262330333773,-9.557818011953e-05,0.6121750229583,0.5968447126818,0.022,2.8e-26,2
10,3.29527426168e-05,-0.0001589171312595,-0.0001191928358658,-0.0001191928776793,-0.0001191928770657,-0.0001589163507788,-0.0001203256942271,0.612174355248,0.5968442691331,0.022,2.8e-26,2
11,3.697358533591e-05,-0.0002000624925097,-0.0001500547738702,-0.0001500548401402,-0.0001500548391678,-0.0002000612555469,-0.0001514809031457,0.61217349918,0.5968436948637,0.022,2.8e-26,2
12,4.14850450686e-05,-0.0002518600759736,-0.0001889075846736,-0.0001889076897029,-0.0001889076881616,-0.0002518581155599,-0.0001907028880492,0.6121724260294,0.5968429743323,0.022,2.8e-26,2
13,4.654698614451e-05,-0.0003170672186631,-0.000237820268877,-0.0002378204353389,-0.0002378204328961,-0.0003170641116689,-0.0002400802840287,0.6121710716126,0.5968420681842,0.022,2.8e-26,2
14,5.222657744628e-05,-0.0003991547381961,-0.0002993975211792,-0.0002993977850032,-0.0002993977811317,-0.0003991498140693,-0.0003022424931547,0.6121693705602,0.5968409299072,0.022,2.8e-26,2
15,5.859918369976e-05,-0.000502491398138,-0.0003769184206218,-0.0003769188387547,-0.0003769188326188,-0.0005024835941812,-0.0003804996818021,0.6121672304685,0.5968394979101,0.022,2.8e-26,2
16,6.574936551816e-05,-0.0006325759874935,-0.0004745110311204,-0.0004745116938157,-0.0004745116840909,-0.0006325636195599,-0.0004790190229941,0.6121645425888,0.596837701375,0.022,2.8e-26,2
17,7.377200147002e-05,-0.0007963292033071,-0.0005973721706765,-0.0005973732209639,-0.0005973732055511,-0.0007963096025496,-0.0006030465263229,0.6121611541926,0.5968354322678,0.022,2.8e-26,2
18,8.277354706016e-05,-0.00100246077874,-0.0007520441153798,-0.0007520457799951,-0.0007520457555673,-0.001002429715512,-0.0007591863273642,0.6121568834861,0.5968325769319,0.022,2.8e-26,2
19,9.287344732953e-05,-0.001261930972981,-0.00094676287018,-0.0009467655084074,-0.000946765469692,-0.001261881745094,-0.0009557521976801,0.6121515116003,0.5968289842909,0.022,2.8e-26,2
20,0.0001042057218184,-0.001588530572826,-0.001191896580209,-0.001191900761501,-0.00119190070014,-0.001588452559883,-0.001203210010887,0.6121447502015,0.5968244612392,0.022,2.8e-26,2
21,0.0001169207429241,-0.001999609499584,-0.00150049739119,-0.001500504018013,-0.001500503920763,-0.00199948587376,-0.001514734670016,0.612136238944,0.5968187660275,0.022,2.8e-26,2
22,0.0001311872312515,-0.002516991554692,-0.001888996070565,-0.001889006573276,-0.001889006419142,-0.002516795652589,-0.001906911048436,0.6121255214201,0.5968115973206,0.022,2.8e-26,2
23,0.000147194494433,-0.003168122012987,-0.002378076271462,-0.002378092916991,-0.002378092672706,-0.003167811593259,-0.002400616115501,0.6121120339156,0.5968025731427,0.022,2.8e-26,2
24,0.0001651549391254,-0.003987506080134,-0.002993774863994,-0.002993801245072,-0.002993800857906,-0.003987014225169,-0.003022129016641,0.6120950517384,0.5967912113142,0.022,2.8e-26,2
25,0.0001853068895179,-0.005018509860733,-0.003768866703119,-0.003768908514544,-0.003768907900927,-0.005017730575411,-0.003804527879609,0.6120736780697,0.5967769110554,0.022,2.8e-26,2
26,0.0002079177497483,-0.006315611757797,-0.004744607095575,-0.004744673360955,-0.004744672388443,-0.006314377180907,-0.004789447059932,0.6120467765745,0.596758909451,0.022,2.8e-26,2
27,0.0002332875521946,-0.007947211934581,-0.00597292424091,-0.00597302926362,-0.005973027722296,-0.007945256266555,-0.006029287606407,0.612012915838,0.5967362501123,0.022,2.8e-26,2
28,0.0002617529387212,-0.009999129638812,-0.007519177376565,-0.007519343822419,-0.007519341379577,-0.00999603212567,-0.007589997153105,0.611970300368,0.5967077277281,0.022,2.8e-26,2
29,0.000293691627713,-0.01257894366262,-0.009465625928475,-0.009465889723717,-0.009465885852071,-0.01257403843574,-0.009554564993666,0.6119166709149,0.5966718273396,0.022,2.8e-26,2
30,0.000329527426168,-0.01582135792143,-0.01191579200365,-0.01191621008009,-0.01191620394394,-0.01581359164486,-0.01202741486433,0.6118491876061,0.596626642765,0.022,2.8e-26,2
31,0.0003697358533591,-0.01989480061101,-0.01499994454578,-0.01500060713253,-0.0150005974074,-0.01988250778978,-0.01513992359969,0.6117642801067,0.5965697759246,0.022,2.8e-26,2
32,0.000414850450686,-0.02500948640214,-0.01888199115478,-0.01888304124124,-0.01888302582794,-0.02499003532469,-0.01905735059732,0.6116574676166,0.5964982122663,0.022,2.8e-26,2
33,0.0004654698614451,-0.03142717963938,-0.02376813472456,-0.02376979891071,-0.02376977448232,-0.03139641497916,-0.02398753281565,0.6115231233532,0.5964081620665,0.022,2.8e-26,2
34,0.0005222657744628,-0.03947287747088,-0.0299177404966,-0.02992037785617,-0.0299203391398,-0.03942424460526,-0.03019178590139,0.6113541916588,0.5962948648014,0.022,2.8e-26,2
35,0.0005859918369976,-0.04954856484714,-0.03765696770638,-0.03766114729102,-0.03766108592975,-0.04947173752692,-0.03799855664048,0.6111418334807,0.5961523412834,0.022,2.8e-26,2
36,0.0006574936551816,-0.06214904055418,-0.04739585357688,-0.04740247714156,-0.0474023798906,-0.06202777565343,-0.04782049850205,0.6108749840984,0.595973087684,0.022,2.8e-26,2
37,0.0007377200147002,-0.0778795156014,-0.05964969853303,-0.05966019476849,-0.05966004063622,-0.07768831467116,-0.06017579256628,0.6105398251696,0.5957476943219,0.022,2.8e-26,2
38,0.0008277354706016,-0.097474167255,-0.0750657953025,-0.07508242805032,-0.07508218376729,-0.09717310180962,-0.075714713938,0.610119121814,0.5954643737531,0.022,2.8e-26,2
39,0.0009287344732953,-0.12181393314,-0.09445677629226,-0.09448313215503,-0.09448274499283,-0.1213406798185,-0.09525264761526,0.6095914415275,0.59510837968,0.022,2.8e-26,2
40,0.001042057218184,-0.1519404071683,-0.1188421182227,-0.1188838786512,-0.1188832650407,-0.1511980827095,-0.1198109860862,0.6089302120749,0.5946612936262,0.022,2.8e-26,2
41,0.001169207429241,-0.189060440264,-0.1494996444163,-0.1495658088707,-0.1495648363638,-0.1878992198955,-0.1506675851953,0.608102625229,0.5941001586003,0.022,2.8e-26,2
42,0.001311872312515,-0.2345326560252,-0.1880291931183,-0.18813401549,-0.1881324741707,-0.2327223867733,-0.1894187022269,0.607068383707,0.5933964375149,0.022,2.8e-26,2
43,0.00147194494433,-0.2898232720238,-0.2364325619542,-0.236598895989,-0.2365972036618,-0.2870079735325,-0.2380569435861,0.6057847630619,0.5925204724193,0.022,2.8e-26,2
44,0.001651549391254,-0.3564070414606,-0.2972064363183,-0.2974702128684,-0.2974684696832,-0.3520527272462,-0.2990582148199,0.6041885043428,0.5914257799319,0.022,2.8e-26,2
45,0.001853068895179,-0.4355888385489,-0.3734604463252,-0.3738784663215,-0.3738766739882,-0.428903945828,-0.3754946718224,0.6022077141319,0.5900582140426,0.022,2.8e-26,2
46,0.002079177497483,-0.5282052391068,-0.4690570546575,-0.4697191695621,-0.4697173288809,-0.5180381444958,-0.4711653351742,0.5997589244645,0.5883529719529,0.022,2.8e-26,2
47,0.002332875521946,-0.6341603302468,-0.5887773885953,-0.5898256762404,-0.58982378734,-0.6188800687783,-0.5907494096954,0.5967457416866,0.5862319849016,0.022,2.8e-26,2
48,0.002617529387212,-0.7517528342441,-0.7385151529324,-0.7401741482742,-0.7401722107941,-0.7291349219312,-0.7399845951952,0.593059719955,0.5836023391791,0.022,2.8e-26,2
49,0.00293691627713,-0.8767773979832,-0.9254983476606,-0.9281225984262,-0.9281206116567,-0.8439510308366,-0.9258717651008,0.5885831449628,0.5803551787403,0.022,2.8e-26,2
50,0.00329527426168,-1.00145925467,-1.158535930909,-1.162684769902,-1.16268273289,-0.9550301644747,-1.156908569272,0.5831947952147,0.5763658018594,0.022,2.8e-26,2
51,0.003697358533591,-1.113444997453,-1.448282108227,-1.454837009805,-1.454834921435,-1.049995485444,-1.443356707275,0.5767794847497,0.5714956531494,0.022,2.8e-26,2
52,0.00414850450686,-1.195366770249,-1.807505383591,-1.817853345098,-1.81785120415,-1.112632851157,-1.797552883436,0.5692419354338,0.5655973137385,0.022,2.8e-26,2
53,0.004654698614451,-1.225937345748,-2.251342557955,-2.267662385722,-2.26766019092,-1.124993271662,-2.234282840493,0.5605246944398,0.558524090863,0.022,2.8e-26,2
54,0.005222657744628,-1.183999948697,-2.797508927433,-2.823216288622,-2.823214038667,-1.072554709573,-2.771244010126,0.5506266663924,0.5501448649421,0.022,2.8e-26,2
55,0.005859918369976,-1.057036325958,-3.466431326212,-3.506867267628,-3.506864961223,-0.9530916725401,-3.429620798537,0.5396162053962,0.540365058133,0.022,2.8e-26,2
56,0.006574936551816,-0.8543574717283,-4.281266479861,-4.344753046053,-4.344750681921,-0.7875770388741,-4.234752043577,0.5276276122433,0.5291515513664,0.022,2.8e-26,2
57,0.007377200147002,-0.6210289299067,-5.26772999548,-5.367187068607,-5.367184645505,-0.6264352887981,-5.216731379084,0.5148257993341,0.5165529278919,0.022,2.8e-26,2
58,0.008277354706016,-0.4407283188701,-6.45366289795,-6.609053109885,-6.609050626612,-0.5382054123913,-6.410579734617,0.5013332192492,0.5027028832778,0.022,2.8e-26,2
59,0.009287344732953,-0.4077358843266,-7.868141996936,-8.110127834497,-8.110125289902,-0.5682301419687,-7.855421128188,0.4871319774297,0.4877852445409,0.022,2.8e-26,2
60,0.01042057218184,-0.5548150837962,-9.539782464356,-9.915142435398,-9.915139828384,-0.678700424649,-9.592363871504,0.4719966014299,0.4719468714396,0.022,2.8e-26,2
61,0.01169207429241,-0.7696451103522,-11.49374873429,-12.07320858446,-12.07320591398,-0.7347974267732,-11.66200945771,0.4555438361469,0.4551767607043,0.022,2.8e-26,2
62,0.01311872312515,-0.815754183187,-13.74687239698,-14.6361985193,-14.63619578438,-0.6261676678763,-14.10414473664,0.4374419975326,0.4372347114705,0.022,2.8e-26,2
63,0.01471944944329,-0.5758288332306,-16.30077595061,-17.65591281744,-17.65591001715,-0.4617989384165,-16.96072123547,0.417648935693,0.4177551009328,0.022,2.8e-26,2
